Timestamp (seconds),Distance (mm),Button Pressed
1739139028.676,0,False
1739139028.979,0,False
1739139029.281,0,False
1739139029.583,0,False
1739139029.885,0,False
1739139030.188,0,False
1739139030.490,0,False
1739139030.792,0,False
1739139031.094,0,False
1739139031.397,0,False
1739139031.699,0,False
1739139032.001,0,False
1739139032.303,0,False
1739139032.606,0,False
1739139032.908,0,False
1739139033.210,0,False
1739139033.512,0,False
1739139033.815,0,False
1739139034.117,0,False
1739139034.419,0,False
1739139034.721,0,False
1739139035.024,0,False
1739139035.326,0,False
1739139035.628,0,False
1739139035.930,0,False
1739139036.232,0,False
1739139036.534,0,False
1739139036.836,0,False
1739139037.138,0,True
1739139037.440,0,True
1739139037.743,0,True
1739139038.045,0,True
1739139038.347,0,True
1739139038.649,1875,True
1739139038.951,0,True
1739139039.254,0,False
1739139039.556,0,False
1739139039.858,0,False
1739139040.160,0,False
1739139040.462,0,False
1739139040.764,0,False
1739139041.067,0,False
1739139041.369,0,False
1739139041.671,0,False
1739139041.973,0,False
1739139042.275,0,False
1739139042.578,0,False
1739139042.880,0,False
1739139043.182,0,False
1739139043.484,0,False
1739139043.786,0,False
1739139044.088,0,False
1739139044.391,0,False
1739139044.693,0,False
1739139044.995,0,False
1739139045.297,0,False
1739139045.600,0,False
1739139045.902,0,False
1739139046.204,0,False
1739139046.506,0,False
1739139046.808,0,False
1739139047.110,0,False
1739139047.412,0,False
1739139047.715,0,False
1739139048.017,0,False
1739139048.319,0,False
1739139048.622,0,False
1739139048.924,0,False
1739139049.226,0,False
1739139049.528,0,False
1739139049.830,0,False
1739139050.132,0,False
1739139050.435,0,False
1739139050.737,0,False
1739139051.039,0,False
1739139051.341,0,False
1739139051.643,0,False
1739139051.946,0,False
1739139052.248,0,False
1739139052.550,0,False
1739139052.852,0,False
1739139053.154,0,False
1739139053.457,0,False
1739139053.759,0,False
1739139054.061,0,False
1739139054.363,0,False
1739139054.665,0,False
1739139054.967,0,False
1739139055.270,0,False
1739139055.572,0,False
1739139055.874,0,False
1739139056.176,0,False
1739139056.478,0,False
1739139056.781,0,False
1739139057.083,0,False
1739139057.385,0,False
1739139057.687,0,False
1739139057.989,0,False
1739139058.291,0,False
1739139058.594,0,False
1739139058.896,0,False
1739139059.198,0,False
1739139059.500,0,False
1739139059.802,0,False
1739139060.104,0,False
1739139060.406,0,False
1739139060.708,0,False
1739139061.011,0,False
1739139061.313,0,False
1739139061.615,0,False
1739139061.917,0,False
1739139062.521,0,False
1739139062.823,0,False
1739139063.125,0,False
1739139063.427,0,False
1739139063.730,0,False
1739139064.032,0,False
1739139064.334,0,False
1739139064.636,0,False
1739139064.939,0,False
1739139065.241,0,False
1739139065.543,0,False
1739139065.845,0,False
1739139066.147,0,False
1739139066.450,0,False
1739139066.752,0,False
1739139067.054,0,False
1739139067.356,0,False
1739139067.659,0,False
1739139067.961,0,False
1739139068.263,0,False
1739139068.565,0,False
1739139068.868,0,False
1739139069.170,0,False
1739139069.472,0,False
1739139069.774,0,False
1739139070.077,0,False
1739139070.379,0,False
1739139070.681,0,False
1739139070.983,0,False
1739139071.286,0,False
1739139071.589,0,False
1739139071.891,0,False
1739139072.193,0,False
1739139072.496,0,False
1739139072.798,0,False
1739139073.100,0,False
1739139073.402,0,False
1739139073.705,0,False
1739139074.007,0,False
1739139074.309,0,False
1739139074.611,0,False
1739139074.914,0,False
1739139075.216,0,False
1739139075.518,0,False
1739139075.820,0,False
1739139076.123,0,False
1739139076.425,0,False
1739139076.727,0,False
1739139077.029,0,False
1739139077.332,0,False
1739139077.634,0,False
1739139077.936,0,False
1739139078.238,0,False
1739139078.541,0,False
1739139079.144,0,False
1739139079.447,0,False
1739139079.749,0,False
1739139080.052,0,False
1739139080.354,0,False
1739139080.656,0,False
1739139080.959,0,False
1739139081.261,0,False
1739139081.563,0,False
1739139081.866,0,False
1739139082.168,0,False
1739139082.470,0,False
1739139082.773,0,False
1739139083.075,0,False
1739139083.377,0,False
1739139083.679,0,False
1739139083.982,0,False
1739139084.284,0,False
1739139084.586,0,False
1739139084.888,0,False
1739139085.191,0,False
1739139085.493,0,False
1739139085.795,0,False
1739139086.097,0,True
1739139086.400,0,True
1739139086.702,0,True
1739139087.004,2617,True
1739139087.306,1931,True
1739139087.609,0,False
1739139087.911,0,False
1739139088.213,0,False
1739139088.516,0,False
1739139088.818,0,False
1739139089.120,0,False
1739139089.423,0,False
1739139089.725,0,True
1739139090.027,0,False
1739139090.330,0,False
1739139090.632,0,False
1739139090.934,0,False
1739139091.236,0,False
1739139091.539,0,False
1739139091.841,0,False
1739139092.144,0,False
1739139092.446,0,False
1739139092.748,0,False
1739139093.051,0,False
1739139093.353,0,False
1739139093.655,0,False
1739139093.958,0,False
1739139094.260,0,False
1739139094.562,0,False
1739139094.864,0,False
1739139095.167,0,False
1739139095.469,0,False
1739139095.771,0,False
1739139096.074,0,False
1739139096.376,0,False
1739139096.678,0,False
1739139096.981,0,False
1739139097.283,0,False
1739139097.585,0,False
1739139097.888,1766,False
1739139098.190,1766,False
1739139098.492,1783,False
1739139098.795,1783,False
1739139099.097,1688,False
1739139099.399,0,False
1739139099.702,0,False
1739139100.004,0,False
1739139100.306,0,False
1739139100.609,0,False
1739139100.911,0,False
1739139101.213,0,False
1739139101.515,0,False
1739139101.818,0,False
1739139102.120,0,False
1739139102.422,0,False
1739139102.724,0,False
1739139103.027,0,False
1739139103.631,0,False
1739139103.933,0,False
1739139104.236,0,False
